Data,Prodotto,Vendite,Prezzo
2024-12-04,Biscotti,98.0,5.136983833623951
2024-05-23,Acqua,19.0,5.919194278290654
2024-03-09,Pizza,30.0,4.895344019885224
2024-04-08,Latte,55.0,1.395099483787046
2024-01-25,Pane,36.0,2.4917480183814034
2024-02-22,Latte,75.0,5.009874748677018
2024-05-30,Acqua,50.0,2.8826691886713505
2024-05-23,Pane,22.0,1.4498112579371085
2024-02-26,Acqua,18.0,8.592846976466413
2024-02-08,Pizza,45.0,9.830732762477043
2024-04-18,Biscotti,95.0,8.138285865970655
2024-06-29,Pane,99.0,8.684064295342004
2024-02-11,Pizza,67.0,3.1777941728534085
2024-07-04,Pizza,63.0,9.645642779618798
2024-08-10,Pane,21.0,2.7723313400808554
2024-05-01,Acqua,90.0,9.562868293256491
2024-05-12,Pizza,87.0,9.95337364569356
2024-06-11,Latte,23.0,7.405505251714438
2024-08-02,Pizza,43.0,9.830293586126396
2024-08-08,Acqua,62.0,6.125858016103933
2024-08-22,Acqua,29.0,3.335876048584813
2024-11-26,Latte,84.0,4.932962970990587
2024-05-25,Pizza,25.0,6.342048418409074
2024-08-26,Acqua,79.0,1.6577340582431348
2024-03-16,Pane,65.0,6.601089381555215
2024-01-09,Biscotti,92.0,9.83060053086065
2024-03-14,Biscotti,67.0,2.7109688480535485
2024-09-09,Biscotti,13.0,8.13335604659545
2024-08-17,Pizza,13.0,9.171089144016575
2024-01-07,Latte,29.0,9.493314335381987
2024-06-22,Acqua,19.0,9.641220439649025
2024-05-20,Pane,33.0,5.693136748493248
2024-06-16,Pane,35.0,9.795771171923533
2024-06-18,Pizza,46.0,7.81579186420995
2024-10-09,Biscotti,94.0,2.455042926132657
2024-05-01,Pizza,63.0,5.29210095821173
2024-07-12,Latte,30.0,7.464980578348036
2024-01-05,Latte,83.0,3.22606284237175
2024-01-29,Acqua,47.0,6.765536651939986
2024-06-13,Acqua,55.0,6.999404311419573
2024-12-04,Latte,13.0,2.464297694277093
2024-05-15,Latte,69.0,6.085767812074806
2024-12-30,Latte,66.0,7.944642198807469
2024-11-16,Pizza,54.0,5.490060980823477
2024-12-07,Latte,29.0,1.1089280509849668
2024-05-24,Pane,26.0,1.0813462217136296
2024-11-22,Biscotti,80.0,4.21326409573011
2024-08-04,Latte,13.0,9.335746615886038
2024-10-27,Biscotti,23.0,3.058091016432479
2024-05-11,Pizza,12.0,6.709273199845184
2024-10-18,Biscotti,97.0,2.998682836239885
2024-03-10,Pizza,89.0,3.8950299069359375
2024-09-08,Pane,67.0,8.632378806413357
2024-10-01,Pizza,52.77040816326531,7.559752980429522
2024-12-29,Pizza,13.0,1.8585934958188957
2024-06-30,Acqua,33.0,4.858318188877902
2024-06-15,Latte,43.0,1.26252787280738
2024-03-31,Latte,39.0,5.328011319427081
2024-07-20,Pane,91.0,6.9619061053096125
2024-12-11,Pane,28.0,2.066523612383364
2024-01-19,Latte,40.0,3.5999644501824912
2024-02-08,Acqua,69.0,4.580529629519413
2024-05-05,Latte,69.0,9.275779221904447
2024-06-21,Acqua,28.0,9.939295138806676
2024-05-20,Pane,58.0,1.4042016909605426
2024-08-29,Biscotti,72.0,7.849071311458529
2024-08-07,Pane,92.0,4.3455165976210886
2024-05-05,Pane,31.0,4.5321236760653205
2024-02-27,Pizza,33.0,7.788384760123204
2024-05-27,Pizza,85.0,9.265837889308678
2024-11-12,Pizza,39.0,9.558357350522936
2024-12-26,Pizza,67.0,6.194103274344887
2024-01-01,Acqua,40.0,4.214090433704525
2024-12-13,Latte,73.0,8.087941772729014
2024-07-08,Biscotti,28.0,3.2590124493607022
2024-07-09,Pane,57.0,6.07666625950166
2024-11-07,Acqua,54.0,4.227206153723858
2024-04-26,Biscotti,64.0,6.909679663370885
2024-05-13,Acqua,64.0,3.163590216041562
2024-02-27,Acqua,27.0,2.7243365116134317
2024-02-13,Pane,72.0,9.264151780078933
2024-06-21,Latte,56.0,1.916233146545832
2024-06-08,Pizza,84.0,5.5536211696143845
2024-06-21,Latte,66.0,2.9876750466670803
2024-11-12,Pane,54.0,1.350369669931007
2024-10-29,Pane,52.77040816326531,1.3241693646228376
2024-05-28,Pane,26.0,2.576995948952446
2024-03-20,Biscotti,79.0,8.800933190554002
2024-07-31,Latte,13.0,3.54230869579324
2024-07-21,Latte,29.0,9.554132535177661
2024-09-08,Acqua,56.0,6.234600636902742
2024-08-16,Acqua,24.0,4.929527707918895
2024-06-12,Acqua,79.0,6.220799512025091
2024-08-14,Pane,56.0,5.65028546703641
2024-05-26,Latte,87.0,7.828986283815927
2024-01-20,Pane,84.0,3.5424645937556702
2024-02-16,Biscotti,18.0,4.177453524402722
2024-08-20,Acqua,99.0,9.046848722799256
2024-10-31,Pane,25.0,9.518108618353649
2024-01-14,Pane,78.0,9.033024047378271
2024-05-22,Biscotti,70.0,4.775031945615822
2024-01-01,Pizza,19.0,8.023289527061936
2024-02-23,Latte,59.0,5.287021599709889
2024-09-15,Pizza,12.0,5.477858669314919
2024-05-23,Acqua,86.0,2.8421209815155555
2024-01-12,Pane,79.0,6.320172729326648
2024-11-25,Biscotti,90.0,2.6752230797801313
2024-08-11,Biscotti,60.0,3.984082291604744
2024-09-28,Latte,28.0,8.695271814579417
2024-12-23,Pizza,51.0,2.863682282897697
2024-06-04,Latte,44.0,1.6404245665608954
2024-01-08,Pane,55.0,1.6210683335153466
2024-05-01,Latte,35.0,9.46706068452797
2024-12-13,Biscotti,78.0,5.562283941656512
2024-06-12,Biscotti,73.0,4.684708646353165
2024-03-30,Acqua,46.0,8.297907229071265
2024-05-15,Acqua,93.0,8.522433351194644
2024-07-04,Pane,58.0,3.9897192980404412
2024-11-11,Pizza,30.0,7.242562517264157
2024-06-26,Latte,83.0,7.940105342666979
2024-01-28,Pane,73.0,6.891856181793591
2024-08-07,Acqua,14.0,2.3643556732008943
2024-12-22,Latte,79.0,8.882947751653514
2024-02-10,Acqua,99.0,5.851850974624078
2024-08-15,Latte,13.0,3.542251837330033
2024-07-10,Pizza,48.0,4.827053668939245
2024-05-24,Pane,44.0,1.3381398135901663
2024-07-19,Latte,10.0,2.150801211001758
2024-07-30,Biscotti,33.0,7.8899207546427474
2024-08-07,Biscotti,66.0,1.0001047127982954
2024-08-27,Latte,79.0,4.749092456340629
2024-02-15,Latte,50.0,5.702591629770296
2024-02-04,Latte,63.0,1.4917097800087507
2024-09-09,Biscotti,55.0,9.757703466750996
2024-03-22,Biscotti,69.0,3.0351279812470473
2024-09-12,Latte,69.0,3.7377884767265277
2024-07-15,Acqua,66.0,3.735482610295246
2024-10-29,Acqua,40.0,3.073749959056149
2024-01-10,Pizza,93.0,1.0132643987768026
2024-11-07,Pane,33.0,7.564103146791967
2024-10-12,Acqua,98.0,9.701609498193568
2024-08-29,Biscotti,45.0,3.0186413495654056
2024-09-07,Acqua,94.0,6.967424726230802
2024-12-30,Pizza,39.0,7.677066942628436
2024-01-05,Pizza,33.0,8.635828411814723
2024-04-28,Pane,39.0,4.803662773122483
2024-10-15,Acqua,95.0,3.726378150763863
2024-03-05,Biscotti,16.0,3.92765620620728
2024-05-25,Biscotti,44.0,7.413591997886615
2024-08-11,Latte,64.0,8.351015198550725
2024-08-26,Biscotti,23.0,2.6345257098094237
2024-06-25,Pane,19.0,4.338469073419887
2024-09-23,Pane,89.0,9.11746177074235
2024-12-06,Biscotti,25.0,8.260241677252653
2024-10-08,Biscotti,63.0,9.863725624862283
2024-03-03,Latte,98.0,7.788234337138727
2024-08-04,Biscotti,86.0,4.5387568092513
2024-12-07,Latte,79.0,6.31574050595174
2024-11-10,Latte,53.0,6.949128288225882
2024-10-09,Biscotti,82.0,1.7061023468541157
2024-06-25,Pizza,54.0,5.900472631934786
2024-04-07,Pizza,65.0,7.383887456253486
2024-04-14,Latte,93.0,2.505891736009543
2024-04-08,Biscotti,91.0,8.025685456830015
2024-11-06,Pizza,66.0,6.253955024627005
2024-01-06,Biscotti,30.0,9.569996071278352
2024-07-15,Biscotti,77.0,1.3818006838620254
2024-12-16,Biscotti,59.0,3.3879352379992027
2024-05-12,Acqua,42.0,6.413984913698417
2024-12-23,Biscotti,16.0,3.669039209853376
2024-09-15,Acqua,79.0,7.42981747664118
2024-01-23,Latte,24.0,7.831047542697379
2024-02-22,Pizza,91.0,1.9226436765982702
2024-06-13,Pizza,41.0,5.624690177860909
2024-07-20,Pizza,84.0,5.580015000319503
2024-03-23,Pizza,29.0,4.3235269319398695
2024-05-24,Pizza,97.0,9.396323763127048
2024-03-25,Pizza,24.0,8.44755687885899
2024-03-18,Pizza,57.0,7.274884437186731
2024-01-01,Latte,80.0,7.428939721614978
2024-02-20,Biscotti,30.0,5.1554452943180715
2024-06-21,Pane,51.0,9.288950689869182
2024-07-23,Acqua,35.0,7.251358845279569
2024-09-16,Pane,23.0,7.560829554902348
2024-10-14,Pane,66.0,8.755218134086107
2024-02-03,Biscotti,46.0,3.4666443040797192
2024-12-13,Biscotti,67.0,8.263638134800328
2024-04-04,Biscotti,30.0,2.7571654266084282
2024-03-12,Pizza,91.0,4.1080775702039904
2024-02-08,Latte,78.0,4.020494088428585
2024-06-02,Pizza,12.0,9.806729215502266
2024-09-06,Latte,96.0,8.708835013731342
2024-06-10,Latte,99.0,7.310528754312338
2024-04-27,Pane,46.0,7.5435108545385114
2024-09-15,Pane,97.0,6.05865514962314
2024-11-01,Latte,58.0,9.523816003976671
2024-09-24,Latte,28.0,5.466328775941254
2024-02-23,Pizza,98.0,4.424659388829051
2024-08-23,Pizza,94.0,2.467318032384319
2024-08-09,Pane,21.0,8.075850870349523
2024-09-07,Biscotti,70.0,7.609995388680323
2024-11-08,Latte,50.0,4.459195346717214
2024-04-21,Pizza,42.0,1.2267407256330642
2024-09-11,Pane,59.0,8.550975949462096
2024-10-29,Pizza,77.0,1.1027618510866626
2024-07-25,Latte,80.0,7.333298016661459
2024-08-16,Latte,95.0,9.732313987534514
2024-12-06,Acqua,42.0,4.938951953333831
2024-03-06,Biscotti,90.0,3.114760644963575
2024-03-15,Acqua,33.0,7.343839090390436
2024-04-12,Pane,70.0,8.354153278140267
2024-07-10,Pizza,70.0,5.917872844700626
2024-09-08,Pane,37.0,9.703317477305315
2024-08-13,Latte,67.0,1.46501849492165
2024-10-20,Acqua,52.0,5.543160384740753
2024-11-01,Acqua,50.0,7.466085525902951
2024-04-07,Acqua,48.0,8.76376424034261
2024-12-03,Pane,95.0,2.6133005071701105
2024-10-12,Latte,58.0,8.200031335873133
2024-11-30,Pizza,26.0,5.974363681466907
2024-12-12,Pizza,79.0,4.568983137909669
2024-11-03,Pane,79.0,2.185435257211842
2024-09-05,Acqua,74.0,8.787661830180213
2024-06-14,Biscotti,83.0,2.415458873617438
2024-11-30,Pane,94.0,3.7880907328818934
2024-01-30,Pane,14.0,3.610409787661932
2024-09-03,Latte,11.0,8.842726307717689
2024-04-15,Pizza,31.0,7.054326947880082
2024-02-20,Pane,66.0,8.170132574722352
2024-03-21,Pane,75.0,3.254211089132491
2024-05-12,Acqua,83.0,6.6238668964629905
2024-10-11,Acqua,25.0,6.145713848293738
2024-05-17,Biscotti,60.0,8.495473391094439
2024-07-02,Latte,48.0,9.154783544331345
2024-11-25,Biscotti,95.0,1.1094109432964814
2024-09-29,Acqua,85.0,7.066179271529134
2024-12-05,Pizza,97.0,1.4665221920775613
2024-03-09,Acqua,49.0,5.939727985696203
2024-02-03,Latte,47.0,3.588694561393104
2024-09-18,Acqua,69.0,3.760989395699271
2024-02-22,Latte,68.0,4.176626531071209
2024-07-23,Latte,19.0,6.591632041446491
2024-05-05,Latte,73.0,4.006449691018923
2024-08-22,Latte,72.0,7.594291455312524
2024-02-12,Latte,58.0,4.640746470164827
2024-08-27,Pizza,73.0,1.6151788027896274
2024-04-20,Biscotti,41.0,8.053838582356965
2024-09-05,Pane,16.0,3.571824921334354
2024-05-30,Biscotti,30.0,4.894901916393364
2024-07-01,Latte,29.0,7.168994948997113
2024-12-01,Pizza,35.0,3.992105414338408
2024-04-04,Acqua,77.0,1.5092709053204407
2024-01-08,Pizza,52.77040816326531,4.365289423115322
2024-12-25,Latte,24.0,9.50003724424873
2024-07-02,Pizza,94.0,6.775609575687024
2024-10-07,Pizza,88.0,7.043312338004863
2024-07-13,Latte,95.0,6.690539382738758
2024-12-17,Pizza,23.0,2.7909292506349312
2024-07-13,Pane,36.0,4.765004776920521
2024-06-03,Pane,49.0,7.758458185269864
2024-04-02,Pizza,67.0,1.9123560779784323
2024-06-08,Acqua,37.0,3.5006749848074104
2024-03-01,Latte,35.0,3.4868719761926825
2024-05-01,Pane,72.0,4.888170348350554
2024-02-20,Acqua,75.0,9.823318668479665
2024-10-03,Pizza,34.0,1.6075229201543975
2024-01-05,Acqua,12.0,5.668308949425355
2024-04-01,Biscotti,81.0,2.614282138109894
2024-06-18,Pane,53.0,9.736088908687698
2024-11-12,Pizza,51.0,2.019731542547178
2024-01-22,Latte,15.0,4.632409021254321
2024-11-21,Pizza,48.0,7.6409648635114555
2024-01-01,Latte,61.0,7.340989852247008
2024-05-12,Pizza,32.0,4.8045577320453905
2024-08-20,Acqua,98.0,4.118717511574464
2024-01-12,Acqua,59.0,4.578511406975835
2024-12-11,Acqua,52.0,3.3784863684277537
2024-02-15,Biscotti,28.0,2.847996448361198
2024-02-03,Latte,78.0,5.34735727803001
2024-03-18,Acqua,60.0,3.416803804608466
2024-08-05,Biscotti,20.0,3.587154984075251
2024-10-27,Latte,21.0,6.910804571271013
2024-03-13,Pizza,83.0,9.71683598529903
2024-10-08,Biscotti,17.0,6.432734805034376
2024-09-05,Pane,33.0,1.6928152035846966
2024-02-16,Biscotti,50.0,1.680252524686603
2024-04-30,Biscotti,45.0,9.562808987610094
2024-08-01,Latte,94.0,3.6756171127660027
2024-08-26,Pizza,81.0,1.828602874742279
2024-02-25,Pane,64.0,6.391401284353434
2024-12-15,Acqua,18.0,6.612839004612395
2024-04-16,Acqua,56.0,6.836543381068194
2024-11-14,Biscotti,24.0,3.4066182507178717
2024-02-17,Latte,57.0,1.1359961579302753
2024-03-01,Latte,91.0,9.685138325090247
2024-12-02,Acqua,51.0,3.2580374112199224
2024-01-26,Pane,69.0,7.084236592472927
2024-10-18,Pizza,93.0,7.3596688289083865
2024-09-13,Pane,79.0,6.490066753715372
2024-01-08,Pizza,21.0,3.816166547922834
2024-04-22,Acqua,11.0,3.439866283876592
2024-12-20,Pizza,16.0,6.379014544324328
2024-09-09,Latte,89.0,8.794860702505224
2024-06-28,Biscotti,12.0,9.52060356031056
2024-07-25,Biscotti,52.77040816326531,1.9531522396338188
2024-10-29,Acqua,36.0,2.3934575133794787
2024-05-06,Latte,49.0,9.502626329047716
2024-02-25,Pane,42.0,7.628817055013133
2024-08-01,Latte,10.0,8.946944423467958
2024-01-14,Biscotti,17.0,2.8236937072180885
2024-01-28,Biscotti,41.0,6.288272839984617
2024-03-18,Latte,57.0,7.310256349757263
2024-08-03,Latte,13.0,7.121006969022754
2024-12-30,Biscotti,79.0,4.673365217800283
2024-06-02,Pane,28.0,1.1385540252217763
2024-01-14,Acqua,41.0,6.246334511238368
2024-07-05,Acqua,18.0,3.2779138526164786
2024-11-07,Latte,21.0,5.052288215286013
2024-01-07,Acqua,20.0,9.618229135754357
2024-01-03,Biscotti,55.0,4.591317858781912
2024-04-20,Biscotti,25.0,8.55821445997984
2024-08-25,Latte,10.0,2.6968654517432604
2024-12-28,Latte,72.0,7.052144482225259
2024-08-26,Latte,30.0,9.793062589950491
2024-09-30,Pane,39.0,1.917037907856431
2024-10-20,Acqua,22.0,1.074879480044728
2024-08-14,Latte,43.0,4.902245133693529
2024-01-15,Pizza,13.0,1.8336293474623049
2024-07-10,Pizza,37.0,7.7354591470860825
2024-04-28,Biscotti,68.0,9.23093797463703
2024-01-28,Acqua,36.0,4.90618875437883
2024-07-20,Latte,78.0,3.3284047793989684
2024-02-08,Pizza,34.0,4.909629871059488
2024-09-29,Acqua,12.0,7.511030360650009
2024-08-18,Biscotti,77.0,1.0814874542233388
2024-03-26,Pane,34.0,6.305085905362275
2024-05-05,Acqua,29.0,6.519625163986412
2024-10-26,Acqua,43.0,6.73919422206342
2024-01-25,Pane,35.0,3.178198719827895
2024-05-24,Acqua,14.0,7.426474510403141
2024-01-13,Biscotti,70.0,1.8225233769859877
2024-07-30,Biscotti,18.0,2.7934330282012074
2024-01-25,Pane,59.0,8.897230419890338
2024-03-08,Latte,15.0,7.648508356539097
2024-03-07,Pizza,92.0,1.1237099861021074
2024-08-20,Latte,69.0,3.235386343328202
2024-04-18,Acqua,53.0,2.929658346938481
2024-05-25,Pizza,20.0,3.437256952332753
2024-04-20,Pane,75.0,3.2280379325189776
2024-08-15,Pane,56.0,1.5627366616856118
2024-04-20,Pizza,82.0,5.130464649371383
2024-02-03,Biscotti,94.0,7.594601273075487
2024-04-20,Pizza,97.0,6.4605855224569275
2024-09-20,Acqua,95.0,7.055845017382718
2024-08-23,Biscotti,12.0,1.7303426068261523
2024-03-23,Pane,85.0,9.563416391591085
2024-02-11,Pizza,39.0,8.546426504587224
2024-04-10,Latte,99.0,8.245812866460964
2024-01-06,Latte,30.0,8.406854245375907
2024-06-28,Acqua,37.0,9.394394573194852
2024-10-08,Latte,99.0,5.898285695023279
2024-11-15,Pizza,71.0,2.8025381608086333
2024-08-13,Pizza,42.0,6.551052470672871
2024-11-10,Latte,94.0,7.685933443011451
2024-12-30,Pizza,44.0,7.6412565401862285
2024-08-16,Acqua,61.0,5.693041217501921
2024-10-15,Biscotti,43.0,1.6161284740022026
2024-05-29,Acqua,50.0,4.34001644587115
2024-10-03,Acqua,60.0,9.286899476170216
2024-07-16,Pizza,56.0,6.260040187816834
2024-03-10,Biscotti,91.0,5.84498748930142
2024-04-21,Pizza,67.0,3.419681629439742
2024-01-04,Pane,84.0,4.31604027924921
2024-12-15,Pizza,66.0,9.058114802378523
2024-11-26,Pizza,32.0,6.998167427741522
2024-11-13,Pizza,57.0,8.086483240770995
2024-12-15,Biscotti,31.0,5.089108807608897
2024-04-04,Pizza,26.0,6.672224975105421
2024-05-31,Biscotti,78.0,3.2354524786888677
2024-11-06,Latte,20.0,7.349147472551376
2024-05-16,Pane,24.0,4.8484120033300355
2024-09-03,Biscotti,44.0,4.98290963333271
2024-08-30,Latte,42.0,6.843900921191935
2024-01-31,Biscotti,93.0,9.42652559322034
2024-02-09,Biscotti,25.0,1.5760571194775883
2024-08-16,Pane,43.0,8.422689136123068
2024-02-05,Acqua,52.77040816326531,3.631447993709738
2024-08-10,Acqua,49.0,4.9952750905574
2024-01-06,Biscotti,37.0,1.1972199589750807
2024-11-17,Pizza,56.0,3.7094147005088174
2024-08-07,Latte,48.0,5.523681183671174
2024-03-15,Pizza,79.0,1.505584696126951
2024-01-04,Pizza,82.0,5.419861564448486
2024-11-30,Biscotti,29.0,9.343995659725845
2024-05-13,Biscotti,10.0,1.948538962970247
2024-04-27,Biscotti,81.0,7.879966552679539
2024-04-03,Biscotti,96.0,4.687039480383934
2024-03-02,Acqua,72.0,6.896563430719042
2024-07-12,Biscotti,76.0,3.342129381867064
2024-11-30,Acqua,52.77040816326531,2.4354303628722245
2024-07-21,Acqua,67.0,2.444163528441038
2024-01-26,Biscotti,34.0,1.634427510788302
2024-06-21,Pane,56.0,2.670820344111187
2024-10-26,Latte,47.0,6.977974464900714
2024-05-12,Pizza,24.0,8.935215506591572
2024-11-21,Acqua,72.0,8.327131170320456
2024-04-27,Latte,30.0,7.166208788870357
2024-11-19,Pane,66.0,1.9938867706999241
2024-10-01,Pizza,62.0,3.6026870166635483
2024-07-30,Pizza,55.0,3.7882618779022206
2024-08-12,Acqua,23.0,3.249612517578591
2024-01-20,Biscotti,85.0,5.635050937387508
2024-04-22,Pane,26.0,5.819984333917053
2024-05-19,Acqua,48.0,4.211973776539992
2024-02-16,Pane,18.0,4.184102428627924
2024-01-01,Biscotti,86.0,8.457000381154732
2024-03-30,Biscotti,88.0,8.10363563487717
2024-05-21,Acqua,91.0,3.770162485126711
2024-11-15,Biscotti,15.0,9.224095994859333
2024-02-07,Latte,32.0,9.575335153022554
2024-10-19,Pizza,68.0,3.9406828782703673
2024-05-18,Acqua,55.0,4.1898245391374935
2024-12-21,Pane,47.0,5.550707380797629
2024-11-28,Latte,23.0,9.470087312803061
